,1,2,3,4,5
2010-11-01,0.004524886877828055,0.02262443438914027,0.06334841628959276,0.3257918552036199,0.583710407239819
2010-12-01,0.0149812734082397,0.04119850187265917,0.13857677902621723,0.5580524344569289,0.24719101123595505
2011-01-01,0.0,0.0,0.0,0.4105960264900662,0.5894039735099338
2011-02-01,0.018315018315018316,0.06043956043956044,0.12087912087912088,0.2948717948717949,0.5054945054945055
2011-03-01,0.006211180124223602,0.043478260869565216,0.08074534161490683,0.577639751552795,0.2919254658385093
2011-04-01,0.1875,0.75,0.041666666666666664,0.020833333333333332,0.0
2011-05-01,0.1797752808988764,0.07865168539325842,0.1797752808988764,0.449438202247191,0.11235955056179775
2011-06-01,0.1511111111111111,0.37555555555555553,0.30444444444444446,0.08222222222222222,0.08666666666666667
2011-07-01,0.1994535519125683,0.5710382513661202,0.22950819672131148,0.0,0.0
2011-08-01,0.2062043795620438,0.32299270072992703,0.41788321167883213,0.04927007299270073,0.0036496350364963502
2011-09-01,0.07822085889570553,0.40797546012269936,0.4279141104294479,0.07975460122699386,0.006134969325153374
2011-10-01,0.07272727272727272,0.509090909090909,0.14545454545454545,0.2727272727272727,0.0
2011-11-01,0.048494983277591976,0.09364548494983277,0.10869565217391304,0.5819397993311036,0.16722408026755853
2011-12-01,0.021568627450980392,0.054901960784313725,0.12156862745098039,0.5,0.30196078431372547
2012-01-01,0.029609690444145357,0.09286675639300135,0.2597577388963661,0.3364737550471063,0.2812920592193809
2012-02-01,0.0390625,0.037109375,0.044921875,0.42578125,0.453125
2012-03-01,0.012552301255230125,0.026499302649930265,0.16178521617852162,0.18410041841004185,0.6150627615062761
2012-04-01,0.15296367112810708,0.0841300191204589,0.10516252390057361,0.30019120458891013,0.3575525812619503
2012-05-01,0.26324786324786326,0.13846153846153847,0.19829059829059828,0.28205128205128205,0.11794871794871795
2012-06-01,0.24207011686143573,0.44741235392320533,0.17362270450751252,0.08013355592654424,0.05676126878130217
2012-07-01,0.24596774193548387,0.5080645161290323,0.21774193548387097,0.025537634408602152,0.002688172043010753
2012-08-01,0.23504867872044508,0.6189151599443672,0.11265646731571627,0.01808066759388039,0.015299026425591099
2012-09-01,0.1551155115511551,0.12871287128712872,0.28217821782178215,0.35313531353135313,0.08085808580858085
2012-10-01,0.11074918566775244,0.08306188925081433,0.23127035830618892,0.4022801302931596,0.17263843648208468
2012-11-01,0.0,0.137524557956778,0.07465618860510806,0.34970530451866405,0.4381139489194499
2012-12-01,0.006720430107526882,0.03494623655913978,0.09005376344086022,0.15188172043010753,0.7163978494623656
2013-01-01,0.018842530282637954,0.03768506056527591,0.10363391655450875,0.15612382234185734,0.6837146702557201
2013-02-01,0.0058823529411764705,0.1,0.09411764705882353,0.25882352941176473,0.5411764705882353
2013-03-01,0.0,0.009933774834437087,0.013245033112582781,0.27980132450331124,0.6970198675496688
2013-04-01,0.05702364394993046,0.03337969401947149,0.11126564673157163,0.3949930458970793,0.40333796940194716
2013-05-01,0.15025041736227046,0.31385642737896496,0.21035058430717862,0.24707846410684475,0.07846410684474124
2014-03-01,0.03316749585406302,0.04477611940298507,0.13266998341625208,0.41459369817578773,0.3747927031509121
2014-04-01,0.0,0.0,0.003436426116838488,0.3436426116838488,0.6529209621993127
2014-05-01,0.2862903225806452,0.07661290322580645,0.020161290322580645,0.3548387096774194,0.2620967741935484
2015-03-01,0.18404907975460122,0.13803680981595093,0.06441717791411043,0.24539877300613497,0.36809815950920244
2015-04-01,0.0,0.0,0.011111111111111112,0.35555555555555557,0.6333333333333333
2015-05-01,0.4880952380952381,0.4087301587301587,0.051587301587301584,0.051587301587301584,0.0
2016-03-01,0.14043583535108958,0.08958837772397095,0.25181598062953997,0.3389830508474576,0.1791767554479419
2016-04-01,0.185,0.2375,0.085,0.1875,0.305
2016-05-01,0.2982456140350877,0.22076023391812866,0.2222222222222222,0.23830409356725146,0.02046783625730994
2016-06-01,0.2641509433962264,0.20125786163522014,0.3694968553459119,0.12578616352201258,0.03930817610062893
2016-07-01,0.5196078431372549,0.30392156862745096,0.17647058823529413,0.0,0.0
2016-08-01,0.28633405639913234,0.49023861171366595,0.18004338394793926,0.04338394793926247,0.0
2016-09-01,0.2109090909090909,0.5127272727272727,0.20909090909090908,0.06545454545454546,0.0018181818181818182
2016-10-01,0.13553719008264462,0.24793388429752067,0.39669421487603307,0.2,0.019834710743801654
2016-11-01,0.07567567567567568,0.17117117117117117,0.26846846846846845,0.35855855855855856,0.12612612612612611
2016-12-01,0.008247422680412371,0.07010309278350516,0.12989690721649486,0.28865979381443296,0.5030927835051546
2017-01-01,0.008547008547008548,0.02564102564102564,0.10256410256410256,0.405982905982906,0.45726495726495725
2017-02-01,0.0036101083032490976,0.10108303249097472,0.21299638989169675,0.3285198555956679,0.35379061371841153
2017-04-01,0.25,0.18333333333333332,0.08333333333333333,0.4,0.08333333333333333
2017-05-01,0.3282442748091603,0.22748091603053436,0.12061068702290076,0.22900763358778625,0.09465648854961832
2017-06-01,0.12303664921465969,0.22774869109947643,0.45287958115183247,0.12827225130890052,0.06806282722513089
2017-07-01,0.0625,0.4017857142857143,0.26785714285714285,0.23214285714285715,0.03571428571428571
2017-08-01,0.26136363636363635,0.5909090909090909,0.12878787878787878,0.01893939393939394,0.0
2017-09-01,0.15625,0.125,0.34765625,0.3515625,0.01953125
2017-10-01,0.19478260869565217,0.11304347826086956,0.15478260869565216,0.46956521739130436,0.06782608695652174
2017-11-01,0.015306122448979591,0.14540816326530612,0.22704081632653061,0.3979591836734694,0.21428571428571427
2017-12-01,0.0,0.041666666666666664,0.171875,0.21875,0.5677083333333334
2018-01-01,0.0,0.044534412955465584,0.09716599190283401,0.2388663967611336,0.6194331983805668
2018-02-01,0.025839793281653745,0.07751937984496124,0.165374677002584,0.42118863049095606,0.31007751937984496
2018-10-01,0.041666666666666664,0.0,0.0,0.75,0.20833333333333334
2018-11-01,0.07006369426751592,0.03184713375796178,0.10191082802547771,0.7006369426751592,0.09554140127388536
2018-12-01,0.0,0.051094890510948905,0.058394160583941604,0.3284671532846715,0.5620437956204379
2019-01-01,0.0,0.0,0.0,0.06896551724137931,0.9310344827586207
2019-03-01,0.0,0.00909090909090909,0.13636363636363635,0.5772727272727273,0.2772727272727273
2019-04-01,0.09157509157509157,0.1043956043956044,0.22527472527472528,0.3516483516483517,0.2271062271062271
2019-05-01,0.056016597510373446,0.12448132780082988,0.2572614107883817,0.4336099585062241,0.12863070539419086
2019-06-01,0.35135135135135137,0.42792792792792794,0.13513513513513514,0.04954954954954955,0.036036036036036036
2019-07-01,0.12195121951219512,0.6585365853658537,0.17073170731707318,0.04878048780487805,0.0
2019-08-01,0.0,1.0,0.0,0.0,0.0
2019-09-01,0.0,0.12264150943396226,0.6698113207547169,0.20754716981132076,0.0
2019-10-01,0.0,0.0,0.0,1.0,0.0
2019-11-01,0.0,0.0,0.5,0.5,0.0
2019-12-01,0.0,0.0,0.0049504950495049506,0.6584158415841584,0.33663366336633666
2020-01-01,0.023483365949119372,0.029354207436399216,0.03913894324853229,0.36007827788649704,0.547945205479452
2020-02-01,0.0,0.0,0.0,0.023809523809523808,0.9761904761904762
2020-03-01,0.024574669187145556,0.022684310018903593,0.04914933837429111,0.77882797731569,0.12476370510396975
2020-04-01,0.13258426966292136,0.1348314606741573,0.23820224719101124,0.47415730337078654,0.020224719101123594
2020-05-01,0.08487654320987655,0.18055555555555555,0.37191358024691357,0.33024691358024694,0.032407407407407406
2020-06-01,0.22023809523809523,0.2400793650793651,0.4444444444444444,0.09325396825396826,0.001984126984126984
2020-07-01,0.041666666666666664,0.7291666666666666,0.22916666666666666,0.0,0.0
2020-08-01,0.1774891774891775,0.36363636363636365,0.4458874458874459,0.012987012987012988,0.0
2020-09-01,0.37597911227154046,0.17232375979112272,0.3681462140992167,0.0835509138381201,0.0
2020-10-01,0.203125,0.013392857142857142,0.14508928571428573,0.5870535714285714,0.05133928571428571
2020-12-01,0.0,0.1111111111111111,0.4583333333333333,0.3888888888888889,0.041666666666666664
